nummer,datum,inhoud,folio nr,vervolg nr,bron,bijzonderheden
10000452,1569,"Neel Woutersdochter eijgen ende bruict ½ van de voors. croft, in t geheel groot 2 morgen, getaxeerd in huerwaer sjaers op 8 £ ",fol 34v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000453,1569,"Jan Symonsz Ruijff bruict van de cappellanen binnen Haerlem ½ van 7 morgen, om 8 £ 15sc sjaers. Deselve bruict van Luijt Gijsbrechtsz tot Haerlem een stuk land groot 5 morgen 2 hont, om 50 £ 16sc sjaers","fol 34v, 35",Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000454,1569,"Jacob Wollewijnsz bruict van Willem Dirksz Deijman tot Haerlem een woeninckgen met 1 morgen, om 23 £ 10 schell sjaars",fol 35,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000455,1569,"Cornelis Florisz alias Vouchgen [Voege] eijgen en bruijct een huijs, erve en werve, getaxeerd in huijrware tsjaers op 9 £ ",fol 35,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000456,1569,"Bartholomeus Diricxz bruict van Adriaen van Berkenrode een woning mette landen, groot 4 morgen, om 35 £ sjaars. Deselve besit in erfpacht van de Con. Maj, uitgegeven bij de heer van Brederode, 2 ½ morgen duinland, getaxeerd op 6 £ 5 scell","fol 35, 35v",Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000457,1569,"Aelbert Aelbertsz bruict van Jouffr. Marie van Dorp een hofstede mette landen daertoe behorende, groot 16 morgen 3 hont, om 100 £ sjaars, beloopt in hooftsom 2200 £. Deselve bruict in erfpacht van de Co. Maj, uitgegeven bij de heer van Brederode, een stucke lants groot 3 morgen, getaxeerd in huerware sjaers op 16£",fol 35v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000458,1569,"Claes Philipsz [v.d. Veldt] gebruict in erfpacht van de Con. Maj, uijtgegeven eertijts bij den heer van Brederode, 3 morgen duinland, getaxeerd in huerwaer op 12 £ sjaers",fol 35v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000459,1569,Sijmon Pietersz bruict van sijn vader Pieter Keuijer een hofstede groot 5 morgen om 60 £ sjaars,fol 36,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000460,1569,"Fop Claesz besit in erfpacht van de Con. Maj, eertijts uitgegeven bij de heer van Brederode, 2 morgen duinlants, getaxeerd in huerwaer sjaers op 3 £ ",fol 36,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000461,1569,"Jacob Wollewijnsz bruijct van Jan Symonsz Ruijff 2 stucken lants groot tesamen 5 ½ morgen, om 42 £ sjaers",fol 36,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000462,1569,"Wollewijn Jacobsz eijgen ende bruict een hofstede groot 8 morgen duinland, getaxeerd in huyrwaer sjaers op 45 £ ",fol 36,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000463,1569,"Jan Symonsz Ruijff eijgen en bruijct 16 morgen duinland, getaxeerd in huerwaer sjaers op 48 £, beloopt in hooftsom 1056 £ ",fol 36v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000464,1569,"Dirck Claesz heeft in den banne van Tetrode onder t polder van de Vogelesang leggen twelck hij selfs gebruijckt een stucke lants groot 5 morgen. Ende alsoe hij tselve met zijn woning tot Noortwijckerhoudt heeft angebracht ende laten taxeren, ergo hier niet",fol 36v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000465,1569,"item t schoutambacht van Tetroede ende Aelbrechtsberge t welck nu in pacht heeft van de Con. Maj: Dirck van Wees, heeft de 6 letste jaren in pacht gegouden 280 £, comt voor een jaer ⅙ deel: 46 £ 13sc 4 penn. ",fol 36v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000466,1569,"Ysbrant Claesz en Wouter Jansz bruiken tesamen van de Co. Majest. de zooslach van de wildernis sorterende onder de ban van Tetrode, om 13 £ sjaars",fol 36v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000467,1569,Maerten Claesz bruict van de Con. Maj. een vogelrytgen in t Bentvelt om 4 £ sjaars,fol 37,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000468,1569,Jeroen Jacobsz bruict t zuijteijnde van de Leijdwijn behorende de Con. Maj. om 31 £ sjaers,fol 37,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000469,1569,"Pieter Aelbertsz [duinmeier] bruict t zuyteynde van des Anderden Houtsduynen, toebehorende de Con. Maj. om 75 £ sjaers",fol 37,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000470,1569,"Claes Philipsz [v.d. Veldt] bruict van Jan Symonsz Ruijff van de duynen, die deselve Ruijff van de Con. Maj. in pacht gebruict, behorende an den huijse van Vogelesangh, een eijnde duyns om 32 £ sjaers",fol 37,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000471,1569,"Jan Symonsz Ruijff bruyct van de Majesteit een huijs genaempt de Vogelesang metten duynen ende aencleven van dien om 104 £ sjaers, afgetogen 26 £ voor een stuck lants behorende an de voors. Vogelesange ende begrepen in zijn pacht, twelk hij weder verhuyrt heeft aen een Jacob Wollewynsz, die t selve stucek lants met nog een ander stuck lants van de voors. Jan Symonsz erfhuer goet tesamen 5½ morgen van de voorn. Jan Symonsz bruict om 42£ sjaers, ende hiervoor fol 36 angebrocht en geschreven staet op de naam van de voirs Jacob Wollewijnsz. Mitsgaders nog de som van 32£ voor een eynde duyns mede behorende an de voors. Vogelesange ende onder de voors. pacht gecomprehendeert, twelck hij verhuert heeft an eenen Claes Philipsz, daer int voorgaende articule mentie van gemaect wordt. Blyft zuver ende brengt die voirs Jan Symonsz aen de somme van 46£, beloopt in hooftsomme 1012£, compt alhier over de 100e penn. 10£ 2sc 6d",fol 37v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000472,1569,"Claes Cornelisz van Diemen bruict van Ysbrant van Spaerwoude een huisken met 1 ½ morgen duinlants, mitsgaders de duinen daertoe behorende, om 120 £ sjaers",fol 37v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000473,1569,"Floris Woutersz [duinmeier] bruijct t noorteynde van t huenickenduyn ende t zuijteynde van de Keuckeduijn, behorende de Majesteit, om 52 £ sjaers",fol 38,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000474,1569,"Ghysbert Willemsz [Schuijt] bruict t Hemelsduyntgen met t nyeuwe lant, behorende de Con. Maj. om 26 £ sjaers",fol 38,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000475,1569,"Pieter Garbrantsz Keuijer bruijct van de Maj. de duinen van den Anderden Hout, om 62 £ sjaers",fol 38,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000476,1569,Adriaen Aelbertsz bruict een eijnde duyns genaempt t Kijfduynken behorende de Maj. om 52 £ sjaers,fol 38,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000477,1569,"Claes Symonsz Keuijer bruict 2 eynden duyns behorende de Con. Maj, t eene genaempt de Binnengheest, ende t ander t Swarte Velt, om 67 £ sjaars",fol 38v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000478,1569,"Vrederick Philipsz [duinmeijer] bruijct een einde duyns achter Brederode, behorende de Maj. om 30 £ sjaars",fol 38v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000479,1569,"Jeroen Jacobsz bruijct een eijnde duyns genaempt t zuyteynde van t Huenicken duijn, behorende de Maj, om 26 £ sjaars",fol 38v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000480,1569,"Adriaen Jansz alias de Roohaen bruijct den duyn genaempt t Bentvelt, behorende Maj, om 6 £ sjaers, beloopt in hooftsom 1320 £, facit 100e penn. 13 £ 4sc",fol 38v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000481,1569,"Fop Claesz bruict t noorteynde van Leyduyn, behorende de Maj, om 52 £ sjaers",fol 39,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000482,1569,"Dirck Adriaensz Slinck bruict een eynde duins genaempt de Harde Wech ende de Vaten, behorende de Maj. om 14 £ sjaars",fol 39,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000483,1569,"Claes Philipsz [v.d. Veldt]  bruijct een eijnde duyns genaempt t ""Palmvelt"", behorende de Maj, om 70 paer conynen sjaers, geëst. op 10 £ 10 schell",fol 39,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000484,1569,"Wouter mette beenen bruyct een eynde duyns bij Santvort, behorende de Majesteit, om 20 £ sjaers ",fol 39,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000485,1569,"de zeethienden hebben gegouden de laatste 3 jaren als anno 67, 68 en '69, 34 £ 10 sc, compt voor 1 jaer 14 £ 16sc 8 penn; de tienden van Zantvort hebben de voors. 3 letste jaren gegouden 34 £ 10sc, compt voor 1 jaar: 11 £ 10 schell; de opperthienden 3 jaar 95£, dus voor 1 jaar 31£ 13sc 4 penn; de Veenthienden 3 jaar 78£, dus 1 jaar 26£; Riethoornthiende, 3 jaar 158£, 1 jaar 52£; de tienden v.d. Vogelesanc 249£ 10sc, 1 jaar 83£; Mathiende 114£, 1 jaar 38£; Smaelthiende 22£, 1 jaar 7£ 7sc; de Parckthiende 89£, 1 jaar 29£, alle welke voors. 9 partijen van thienden de Con. Majesteit toebehoren ","fol 39v, fol 40",Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000486,1569,"item beroerende mobile ende roerende goederen en bevinden de voorn. gedeputeerden in de banne voors. nijemant die coopmanschappe doet, noch zilverwerck gemunt of ongemunt bij hem heeft, taxabel volgens de ordonn. Volgt een redres van sommige aangiften, meestal betalingen in natura. Cornelis Florisz heeft de eerste reijse vergeten aan te brengen een stuk lants dat hij gebruict van t gasthuis om 28£ sjaars",fol 40,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000487,1569,"los blad: aangiften van de taxateurs zelf: Claes Baertsz eygen en bruyct een woninge mette landen groot 2 ½ morgen, getaxeerd op 16 £ sjaers",los blad,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000488,1569,"Adriaen Filpsz eygen ende bruict een stuk lant groot 3 morgen 1 ½ hont, getaxeerd op 35 £ sjaers",los blad,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000489,1569,"Claes Gerijtsz bruict zyn woninge mette landen, groot 1 morgen 1 hont, getaxeerd op 16 £ sjaers",los blad,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000490,1569,Floris Wolfertsz [Bol] en heeft in de banne voors. geen eygen goeden die hij zelfs gebruijct. Ergo hier niet,los blad,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000491,1542,Jan Gherytsz huert zijn huijs en land om 75 £ gheëstimeert op 13 morgen,fol 1,de Vogelezang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000492,1542,"Willem Sop huijrt zijn huijs ende lant om 11 £, geëstimeert op 1 morghen",fol 1,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000493,1542,"Jan Claesz eyghen huijs ende croft, geëstimeert met de wildernis gemeen op 8 morgen, 21 £. De Zoeslach 30 £, bij de rentmeester angebrocht",fol 1,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000494,1542,"Cornelis Dirck Voeghen bruict in Brederode 2 morghen, 10 £ ",fol 1,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000495,1542,"Pieter Jeroensz huyert zijn lant in Brederode, geëstimeert op 2 morgen, gelt 20 £ ",fol 1,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000496,1542,"Pieter Diricksz weduwe huijert haer huijs ende lant om 20 £, geëstimeert op 2 morgen ",fol 1,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000497,1542,"Jan Doesz huijrt zijn huijs ende lant om 43 £, geëstimeert op 6 morgen mit die wildernis gemeen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000498,1542,"Fije Floren huijrt haer huijs ende lant om 5 £, geëstimeert op 2 ½ morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000499,1542,"Jan Adriaensz huijrt zijn huijs ende lant om 27 £, geëstimeert op 6 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000500,1542,"Jan Woutersz huijrt zijn huijs ende lant om 30 £, geëstimeert op 8 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000501,1542,"Jan Adriaensz huijrt zijn huijs ende lant om 20 £, geëstimeert op 4 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000502,1542,"Maerten Willemsz huijrt zijn huijs ende lant om 63 £, geëstimeert op 13 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000503,1542,"Cornelis Florisz [Voege] huijrt zijn huijs en lant om 40 £, geëstimeert op 8 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000504,1542,"Michiel Adamsz huijrt zijn huijs en lant om 60 £, geëstimeert op 15 morgen",fol 1v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000505,1542,"Willem Claesz zijn eygen huijs en lant, geëstimeert op 11 morgen, gelt 40 £ ",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000506,1542,"de weduwe van Pieter Willemsz huijrt huijs en lant om 30 £, geëstimeert op 6 morgen",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000507,1542,"Pieter Claesz huijrt huijs en lant om 10 £, geëstimeert op 3 morgen",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000508,1542,"Dammas Claesz zijn lant, geëstimeert op 6 morghen, ghelt 21 £",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000509,1542,"Claes Sijmonsz geëstimeert op een morghen, ghelt 3 £ ",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000510,1542,"Philips Claesz [v.d. Veldt] huijrt zijn huijs en lant om 10 £, geëstimeert op 2 morgen, met de wildernis gemeen",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000511,1542,"Jan Claes Maertsz huijrt zijn huijs en lant om 7 £, geëstimeert op 3 morgen ",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000512,1542,"Claes Willemsz huijrt zijn huijs en land om 30 £, geëstimeert op 11 morgen, met de wildernis gemeen",fol 2,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000513,1542,"Dirck Jansz huijrt zijn huijs en lant om 35 £, geëstimeert op 2 morgen ",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000514,1542,"Zuet Koeijers weduwe huijrt zijn huijs en lant om 30 £, geëstimeert op 7 morgen, en haer eygen huijs, geëstimeert op 5 £ ",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000515,1542,"Louris Florisz huijrt zijn huijs en lant om 30 £, geëstimeert op 4 morghen",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000516,1542,"Huijch Adriaensz huijrt zijn huijs met 2 morgen, om 10 £ ",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000517,1542,"Claes Diricksz huijrt zijn huijs en lant om 70 £, geëstimeert op 11 morghen",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000518,1542,"Dirck Dammasz bruijct 6 morghen, ghelt 12 £ ",fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000519,1542,De Voghellenzang beloept ter somme 798 £. Die 10e penning 79 £ 16sc,fol 2v,Vogelenzang,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000520,1542,"Maerten Pickert eijghen 4 morghen, geëstimeert op 26 £ ",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000521,1542,"Pontiaens eijgen lant, geëstimeert op 2 morghen, ghelt 15 £ ",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000522,1542,"Pieter Lapper huijrt lant 10 £, geëstimeerd op 1 ½ morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000523,1542,"Eeuwout Kuijser huijrt zijn lant om 32 £, geëstimeerd op 4 morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000524,1542,"Heynrick Ockersz huijrt zijn lant om 30 £, geëstimeerd op 5 morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000525,1542,"Floris Gherijtsz huijrt zijn lant om 52 £, geëstimeerd op 7 morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000526,1542,"Claes Willemsz lant huijer 10 £, geëstimeerd op 4 morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000527,1542,"Adriaen Heynricksz lanthuyer 20 £, geëstimeerd op 4 morghen",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000528,1542,"Zantvoert beloept ter somme van 95 £, die 10e penning 19 £ 10sc",fol 3v,Zantvoort,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000529,1542,"Dirck Snijer huijrt zijn huijs ende croft om 6 £, geëstimeerd op 1 morgen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000530,1542,"Nanning Dircksz huijrt zijn huijs ende croft om 20 £, geëstimeerd op 2 morgen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000531,1542,"Cornelis Diricksz huijrt zijn huijs ende croft om 18 £, geëstimeerd op 3 morgen, met de wildernis gemeen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000532,1542,"Cornelis Pietersz huijrt zijn huijs ende lant om 60 £, geëstimeerd op 9 morgen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000533,1542,"Cent Lijclaes huijrt zijn huijs ende croft om 11 £, geëstimeerd op 2 morgen, met de wildernis gemeen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000534,1542,"Koemen [Jacob Henricsz]  huyrt huijs ende croft om 6 £, geëstimeerd op 1 morgen, met de wildernis gemeen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000535,1542,"Gherijt Mijesz huyrt huijs ende croft om 13 £, geëstimeerd op 2 morgen, met de wildernis gemeen",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000536,1542,"Luchtich [Dirc Jansz] huyrt huijs ende croft om 12 £, 2 morgen met de wildernis gemeen en 1 morgen in den Veen, te Tetrode",fol 4v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000537,1542,"Cornelis Pieter Aerntsz huyrt huijs ende croft om 15 £, geëstimeerd op 3 morgen, met de wildernis gemeen, nog 1 ½ morgen om 10 £ ",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000538,1542,"Symon Gherijtsz huyrt huijs ende croft met 4 morghen, gelt sjaers 40 £ ",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000539,1542,"Cornelis Hoeckman huyrt huijs ende croft om 30 £, groot 2 ½ morgen, met de wildernis gemeen",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000540,1542,"Vrederick Claesz huyrt huijs ende croft om 10 £, geëstimeerd op 2 morgen, met de wildernis gemeen",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000541,1542,"Willem Pietersz huyrt huijs ende lant met de wildernis gemeen, geëstimeerd op 4 morgen, twee morgen, mit die dan noch in den Veen, ghelt 30 £ ",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000542,1542,"Jan Pietersz eijghen huijs ende croft, mit die wildernis ghemeen 2 morgen eyghen, ghescat op 10 £, noch 4 morgen weidlants, gelt 20 £ ",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000543,1542,"Gherijt Gherijtsz huijrt zijh huys ende croften 3 morgen mit die wildernis gemeen 12 £, noch in den Veen 2 morghen, ghelt sjaers 10 £ ",fol 5,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000544,1542,"Meynert Engbertsz huijrt zijn huijs en lant om 20 £, geëstimeerd op 4 morgen",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000545,1542,"Jan Koppersz eijghen 1 ½ morgen ende leijt mit die wildernis gemeen, 6 £ jsaers",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000546,1542,"Cornelis Claesz eijghen huijs ende croft, 2 ½ morgen 14 £, zijn huijrlant geëstimeerd op 12 morgen, ghelt 84 £ ",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000547,1542,"Trijn Wolferden weduwe [Bol] huijrt huijs ende croft mit die boemgaert, noch 12 morgen weydlant, ghelt sjaers 5 £. Noch 7 morgen teellant, ghelt sjaers 15 £ ",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000548,1542,"Gherijt Fransz huijrt huijs ende croft, 2 ½ morgen, noch 5 morgen weylant, 60 £ sjaers",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000549,1542,"Jan Kerstensz eijghen huijs ende croften mit die wildernis ghemeen, geëstimeerd op 7 morghen, geëstimeerd op 40 £ ",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000550,1542,"Claes Arijsz eyghen huijs ende croften mit die wildernis gemeen, 6 morghen, geëstimeerd op 20 £. Noch 6 morghen in den Veen, ghelt 40 £ ",fol 5v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000551,1542,"Quirijn Sijmonsz huijrt huijs ende lant mit die wildernis ghemeen, ghelt sjaars 12 £, noch 2 morghen in den Veen, 10 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000552,1542,"Cornelis Walichsz huijrt zijn huijs ende lant om 35 £, geëstimeerd op 4 morgen",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000553,1542,"Willem Gherijtsz [Bol]  huijrt zijn huijs ende lant, 7 morghen, die croft 2 morgen, geëstimeerd op 60 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000554,1542,"Jan van Campen huijrt zijn huijs ende croften mit die wildernis ghemeen, 5 morgen, ghelt sjaers 20 £. Noch in de Veen 3 morghen, geëstimeerd op 11 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000555,1542,"Jacop Pouwelsz huijrt huijs ende lant, geëstimeerd op 4 morgen weydlant ende 3 hont mit die wildernis gemeen, gelt 20 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000556,1542,"Claes Pouwelsz huyrt zijn weijdlant om 20 £, geëstimeerd op 10 morgen. Noch huijrt hij zijn huijs ende lant mit die wildernis gemeen, geëstimeerd op 5 morgen, gelt 60 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000557,1542,"Frans Claesz [Vogelaer, Oetgens ?] huijrt zijn huijs ende lant mit die wildernis gemeen, geëstimeerd op 5 morghen, ghelt 24 £, noch in den Veen 3 morghen, gelt sjaers 22 £ ",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000558,1542,"Gherijt Koert huijrt zijn huijs ende lant om 90 £, geëstimeerd op 13 morghen",fol 6,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000559,1542,"Pieter Huyghesz schout, mit die wildernis gemeen huijs ende een croft ½ morgen, geëstimeerd op 9 £. Noch in den Veen 6 morgen, ghelt sjaers 30 £. t schoutambacht gelt 40 £ ",fol 6v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000560,1542,"Jan Walichsz huijrt zijn huijs ende lant om 54 £, geëstimeerd op 10 morgen, daer of de 5 gemeen liggen mit die wildernis ",fol 6v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000561,1542,"Tetroede beloept ter somme van 1248 £, die 10e penning 124 £ 16sc ",fol 6v,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000562,1542,"dit zijn die eijghen huijsen in Tetroede zonder lant: Gelis Jacobsz huijs 6 £, Gheryt van Campens huijs 6 £, Cornelis Pietersz backers huijs 7 £, Jan Gelisz huijs 5 £. Somma 24 £, 10e penning 2 £ 8sc",fol 7,Tetroede,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000563,1542,Claes Claesz Stol huijrt huijs ende lant om 35 £ ende is groet bij est. 7 morgen,fol 7v,Aelbertsberge,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
10000564,1542,"Aecht Pieter Arysz huijs ende croften, eijghen, is geëstimeerd op 4 morgen ende leijt mit die wildernis gemeen, geëstimeerd op 10 £. Noch huijrlant 7 morgen, ghelt sjaers 50 £ ",fol 7v,Aelbertsberge,A.R.A. Staten van Holland vóór 1572 Inv no 384/10e penning ,
